country,country_code,year,gini
United States,USA,2021.0,39.7
Uzbekistan,UZB,2021.0,32.9
Kosovo,XKX,2021.0,49.4
Argentina,ARG,2022.0,40.7
Armenia,ARM,2022.0,27.9
Austria,AUT,2022.0,30.9
Belgium,BEL,2022.0,26.4
Bangladesh,BGD,2022.0,30.9
Bulgaria,BGR,2022.0,38.2
Bolivia,BOL,2022.0,41.2
Brazil,BRA,2022.0,52.0
Bhutan,BTN,2022.0,28.5
Switzerland,CHE,2022.0,33.8
Chile,CHL,2022.0,43.0
China,CHN,2022.0,36.0
Colombia,COL,2022.0,54.8
Costa Rica,CRI,2022.0,47.2
Cyprus,CYP,2022.0,31.5
Czechia,CZE,2022.0,25.9
Denmark,DNK,2022.0,29.3
Dominican Republic,DOM,2022.0,37.0
Ecuador,ECU,2022.0,45.5
Spain,ESP,2022.0,33.6
Estonia,EST,2022.0,32.3
Finland,FIN,2022.0,27.9
France,FRA,2022.0,31.2
Georgia,GEO,2022.0,33.5
Equatorial Guinea,GNQ,2022.0,38.5
Greece,GRC,2022.0,33.4
Croatia,HRV,2022.0,30.0
Indonesia,IDN,2022.0,35.5
India,IND,2022.0,25.5
Ireland,IRL,2022.0,29.9
"Iran, Islamic Rep.",IRN,2022.0,34.8
Italy,ITA,2022.0,33.7
Kenya,KEN,2022.0,37.7
Kyrgyz Republic,KGZ,2022.0,26.4
Lebanon,LBN,2022.0,35.3
Lithuania,LTU,2022.0,36.6
Luxembourg,LUX,2022.0,34.1
Latvia,LVA,2022.0,33.7
Moldova,MDA,2022.0,25.9
Mexico,MEX,2022.0,43.5
Malta,MLT,2022.0,34.6
Mongolia,MNG,2022.0,31.4
Mozambique,MOZ,2022.0,49.6
Nigeria,NGA,2022.0,33.9
Norway,NOR,2022.0,26.9
Nepal,NPL,2022.0,30.0
Peru,PER,2022.0,40.3
Poland,POL,2022.0,28.9
Portugal,PRT,2022.0,36.3
Paraguay,PRY,2022.0,44.6
Romania,ROU,2022.0,32.3
Russian Federation,RUS,2022.0,33.9
El Salvador,SLV,2022.0,38.8
Serbia,SRB,2022.0,32.8
Suriname,SUR,2022.0,39.2
Slovak Republic,SVK,2022.0,24.1
Slovenia,SVN,2022.0,24.3
Sweden,SWE,2022.0,31.6
Syrian Arab Republic,SYR,2022.0,26.6
Chad,TCD,2022.0,37.4
Thailand,THA,2022.0,34.3
Tajikistan,TJK,2022.0,39.5
Turkiye,TUR,2022.0,44.5
Uruguay,URY,2022.0,40.6
United States,USA,2022.0,41.7
Uzbekistan,UZB,2022.0,31.2
Viet Nam,VNM,2022.0,36.1
Kosovo,XKX,2022.0,38.3
Zambia,ZMB,2022.0,51.5
Argentina,ARG,2023.0,42.4
Armenia,ARM,2023.0,27.2
Austria,AUT,2023.0,31.2
Belgium,BEL,2023.0,26.8
Bulgaria,BGR,2023.0,39.5
Bolivia,BOL,2023.0,42.1
Brazil,BRA,2023.0,51.6
Colombia,COL,2023.0,53.9
Costa Rica,CRI,2023.0,46.7
Cyprus,CYP,2023.0,31.8
Czechia,CZE,2023.0,25.7
Denmark,DNK,2023.0,29.9
Dominican Republic,DOM,2023.0,38.4
Ecuador,ECU,2023.0,44.6
Spain,ESP,2023.0,33.4
Estonia,EST,2023.0,30.7
Finland,FIN,2023.0,27.4
France,FRA,2023.0,31.8
Georgia,GEO,2023.0,34.8
Greece,GRC,2023.0,33.4
Guatemala,GTM,2023.0,45.2
Honduras,HND,2023.0,46.8
Croatia,HRV,2023.0,30.1
Indonesia,IDN,2023.0,36.1
Ireland,IRL,2023.0,29.0
"Iran, Islamic Rep.",IRN,2023.0,35.9
Iraq,IRQ,2023.0,29.8
Italy,ITA,2023.0,34.3
Kyrgyz Republic,KGZ,2023.0,27.2
Lithuania,LTU,2023.0,36.0
Luxembourg,LUX,2023.0,33.6
Latvia,LVA,2023.0,34.0
Moldova,MDA,2023.0,26.8
Norway,NOR,2023.0,26.5
Panama,PAN,2023.0,48.9
Peru,PER,2023.0,40.7
Philippines,PHL,2023.0,39.3
Poland,POL,2023.0,28.5
Portugal,PRT,2023.0,33.9
Paraguay,PRY,2023.0,44.2
West Bank and Gaza,PSE,2023.0,36.4
Romania,ROU,2023.0,29.8
Russian Federation,RUS,2023.0,33.0
Rwanda,RWA,2023.0,39.4
El Salvador,SLV,2023.0,39.8
Slovak Republic,SVK,2023.0,23.8
Slovenia,SVN,2023.0,24.7
Sweden,SWE,2023.0,29.3
Thailand,THA,2023.0,33.5
Tajikistan,TJK,2023.0,38.0
Uruguay,URY,2023.0,40.9
United States,USA,2023.0,41.8
Uzbekistan,UZB,2023.0,34.5
Argentina,ARG,2024.0,42.4
Costa Rica,CRI,2024.0,45.8
Dominican Republic,DOM,2024.0,39.0
Ecuador,ECU,2024.0,45.2
Georgia,GEO,2024.0,33.9
Honduras,HND,2024.0,45.7
Indonesia,IDN,2024.0,34.9
Panama,PAN,2024.0,49.7
Peru,PER,2024.0,40.1
Paraguay,PRY,2024.0,44.2
Tajikistan,TJK,2024.0,36.1
Uruguay,URY,2024.0,40.0
Uzbekistan,UZB,2024.0,34.6
