country,country_code,year,gini,Region,income_group
Portugal,PRT,2009.0,34.9,Europe & Central Asia,High income
Paraguay,PRY,2009.0,49.1,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2009.0,34.5,Middle East & North Africa,Lower middle income
Romania,ROU,2009.0,35.6,Europe & Central Asia,High income
Russian Federation,RUS,2009.0,39.8,Europe & Central Asia,High income
Sudan,SDN,2009.0,35.4,Sub-Saharan Africa,Low income
El Salvador,SLV,2009.0,45.8,Latin America & Caribbean,Upper middle income
Serbia,SRB,2009.0,28.0,Europe & Central Asia,Upper middle income
South Sudan,SSD,2009.0,46.3,Sub-Saharan Africa,Low income
Slovak Republic,SVK,2009.0,27.2,Europe & Central Asia,High income
Slovenia,SVN,2009.0,24.8,Europe & Central Asia,High income
Sweden,SWE,2009.0,27.3,Europe & Central Asia,High income
Eswatini,SWZ,2009.0,51.4,Sub-Saharan Africa,Lower middle income
Syrian Arab Republic,SYR,2009.0,40.4,Middle East & North Africa,Low income
Thailand,THA,2009.0,39.6,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2009.0,30.8,Europe & Central Asia,Lower middle income
Tonga,TON,2009.0,37.5,East Asia & Pacific,Upper middle income
Turkiye,TUR,2009.0,39.0,Europe & Central Asia,Upper middle income
Uganda,UGA,2009.0,44.2,Sub-Saharan Africa,Low income
Ukraine,UKR,2009.0,25.3,Europe & Central Asia,Upper middle income
Uruguay,URY,2009.0,45.5,Latin America & Caribbean,High income
United States,USA,2009.0,40.8,North America,High income
Kosovo,XKX,2009.0,31.8,Europe & Central Asia,Upper middle income
Argentina,ARG,2010.0,43.7,Latin America & Caribbean,Upper middle income
Armenia,ARM,2010.0,30.0,Europe & Central Asia,Upper middle income
Australia,AUS,2010.0,34.7,East Asia & Pacific,High income
Austria,AUT,2010.0,30.3,Europe & Central Asia,High income
Belgium,BEL,2010.0,28.4,Europe & Central Asia,High income
Bangladesh,BGD,2010.0,32.1,South Asia,Lower middle income
Bulgaria,BGR,2010.0,35.7,Europe & Central Asia,High income
Belarus,BLR,2010.0,28.6,Europe & Central Asia,Upper middle income
Canada,CAN,2010.0,33.6,North America,High income
Switzerland,CHE,2010.0,32.6,Europe & Central Asia,High income
China,CHN,2010.0,43.7,East Asia & Pacific,Upper middle income
Colombia,COL,2010.0,54.6,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2010.0,48.0,Latin America & Caribbean,High income
Cyprus,CYP,2010.0,31.5,Europe & Central Asia,High income
Czechia,CZE,2010.0,26.6,Europe & Central Asia,High income
Germany,DEU,2010.0,30.2,Europe & Central Asia,High income
Denmark,DNK,2010.0,27.2,Europe & Central Asia,High income
Dominican Republic,DOM,2010.0,47.3,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2010.0,48.8,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2010.0,30.2,Middle East & North Africa,Lower middle income
Spain,ESP,2010.0,35.2,Europe & Central Asia,High income
Estonia,EST,2010.0,32.0,Europe & Central Asia,High income
Ethiopia,ETH,2010.0,33.2,Sub-Saharan Africa,
Finland,FIN,2010.0,27.7,Europe & Central Asia,High income
France,FRA,2010.0,33.7,Europe & Central Asia,High income
United Kingdom,GBR,2010.0,33.7,Europe & Central Asia,High income
Georgia,GEO,2010.0,39.5,Europe & Central Asia,Upper middle income
"Gambia, The",GMB,2010.0,43.6,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2010.0,50.6,Sub-Saharan Africa,Low income
Greece,GRC,2010.0,34.1,Europe & Central Asia,High income
Honduras,HND,2010.0,53.1,Latin America & Caribbean,Lower middle income
Croatia,HRV,2010.0,32.4,Europe & Central Asia,High income
Hungary,HUN,2010.0,29.4,Europe & Central Asia,High income
Indonesia,IDN,2010.0,34.6,East Asia & Pacific,Upper middle income
Ireland,IRL,2010.0,32.3,Europe & Central Asia,High income
Iceland,ISL,2010.0,26.2,Europe & Central Asia,High income
Israel,ISR,2010.0,42.6,Middle East & North Africa,High income
Italy,ITA,2010.0,34.7,Europe & Central Asia,High income
Jordan,JOR,2010.0,33.7,Middle East & North Africa,Lower middle income
Japan,JPN,2010.0,31.5,East Asia & Pacific,High income
Kazakhstan,KAZ,2010.0,28.0,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2010.0,30.1,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2010.0,32.0,East Asia & Pacific,High income
Lithuania,LTU,2010.0,33.6,Europe & Central Asia,High income
Luxembourg,LUX,2010.0,30.5,Europe & Central Asia,High income
Latvia,LVA,2010.0,35.0,Europe & Central Asia,High income
Moldova,MDA,2010.0,32.1,Europe & Central Asia,Upper middle income
Madagascar,MDG,2010.0,42.4,Sub-Saharan Africa,Low income
Mexico,MEX,2010.0,47.7,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2010.0,40.1,Europe & Central Asia,Upper middle income
Malta,MLT,2010.0,29.0,Middle East & North Africa,High income
Montenegro,MNE,2010.0,28.9,Europe & Central Asia,Upper middle income
Mongolia,MNG,2010.0,33.1,East Asia & Pacific,Upper middle income
Malawi,MWI,2010.0,45.5,Sub-Saharan Africa,Low income
Nigeria,NGA,2010.0,35.7,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2010.0,27.8,Europe & Central Asia,High income
Norway,NOR,2010.0,25.7,Europe & Central Asia,High income
Nepal,NPL,2010.0,32.8,South Asia,Lower middle income
Pakistan,PAK,2010.0,28.8,Middle East & North Africa,Lower middle income
Panama,PAN,2010.0,51.6,Latin America & Caribbean,High income
Peru,PER,2010.0,45.5,Latin America & Caribbean,Upper middle income
Poland,POL,2010.0,33.2,Europe & Central Asia,High income
Portugal,PRT,2010.0,35.8,Europe & Central Asia,High income
Paraguay,PRY,2010.0,51.0,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2010.0,35.3,Middle East & North Africa,Lower middle income
Romania,ROU,2010.0,35.5,Europe & Central Asia,High income
Russian Federation,RUS,2010.0,39.5,Europe & Central Asia,High income
Rwanda,RWA,2010.0,47.2,Sub-Saharan Africa,Low income
El Salvador,SLV,2010.0,43.5,Latin America & Caribbean,Upper middle income
Serbia,SRB,2010.0,29.0,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2010.0,30.8,Sub-Saharan Africa,Lower middle income
Slovak Republic,SVK,2010.0,27.3,Europe & Central Asia,High income
Slovenia,SVN,2010.0,24.9,Europe & Central Asia,High income
Sweden,SWE,2010.0,27.7,Europe & Central Asia,High income
Thailand,THA,2010.0,39.4,East Asia & Pacific,Upper middle income
Tunisia,TUN,2010.0,38.5,Middle East & North Africa,Lower middle income
Turkiye,TUR,2010.0,38.8,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2010.0,39.1,East Asia & Pacific,Upper middle income
Ukraine,UKR,2010.0,24.8,Europe & Central Asia,Upper middle income
Uruguay,URY,2010.0,44.5,Latin America & Caribbean,High income
United States,USA,2010.0,40.2,North America,High income
Viet Nam,VNM,2010.0,39.3,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2010.0,37.4,East Asia & Pacific,Lower middle income
Kosovo,XKX,2010.0,33.3,Europe & Central Asia,Upper middle income
South Africa,ZAF,2010.0,63.4,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2010.0,52.0,Sub-Saharan Africa,Lower middle income
Argentina,ARG,2011.0,42.7,Latin America & Caribbean,Upper middle income
Armenia,ARM,2011.0,29.4,Europe & Central Asia,Upper middle income
Austria,AUT,2011.0,30.8,Europe & Central Asia,High income
Belgium,BEL,2011.0,28.1,Europe & Central Asia,High income
Benin,BEN,2011.0,43.4,Sub-Saharan Africa,Lower middle income
Bulgaria,BGR,2011.0,34.3,Europe & Central Asia,High income
Bosnia and Herzegovina,BIH,2011.0,33.0,Europe & Central Asia,Upper middle income
Belarus,BLR,2011.0,27.2,Europe & Central Asia,Upper middle income
Bolivia,BOL,2011.0,46.1,Latin America & Caribbean,Lower middle income
Brazil,BRA,2011.0,52.9,Latin America & Caribbean,Upper middle income
Canada,CAN,2011.0,32.7,North America,High income
Switzerland,CHE,2011.0,31.7,Europe & Central Asia,High income
Chile,CHL,2011.0,46.9,Latin America & Caribbean,High income
China,CHN,2011.0,42.4,East Asia & Pacific,Upper middle income
"Congo, Rep.",COG,2011.0,48.9,Sub-Saharan Africa,Lower middle income
Colombia,COL,2011.0,53.5,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2011.0,48.8,Latin America & Caribbean,High income
Cyprus,CYP,2011.0,32.6,Europe & Central Asia,High income
Czechia,CZE,2011.0,26.4,Europe & Central Asia,High income
Germany,DEU,2011.0,30.6,Europe & Central Asia,High income
Denmark,DNK,2011.0,27.3,Europe & Central Asia,High income
Dominican Republic,DOM,2011.0,47.7,Latin America & Caribbean,Upper middle income
Algeria,DZA,2011.0,27.6,Middle East & North Africa,Upper middle income
Ecuador,ECU,2011.0,45.9,Latin America & Caribbean,Upper middle income
Spain,ESP,2011.0,35.7,Europe & Central Asia,High income
Estonia,EST,2011.0,32.5,Europe & Central Asia,High income
Finland,FIN,2011.0,27.6,Europe & Central Asia,High income
France,FRA,2011.0,33.3,Europe & Central Asia,High income
United Kingdom,GBR,2011.0,33.2,Europe & Central Asia,High income
Georgia,GEO,2011.0,39.6,Europe & Central Asia,Upper middle income
Greece,GRC,2011.0,34.8,Europe & Central Asia,High income
Honduras,HND,2011.0,52.6,Latin America & Caribbean,Lower middle income
Croatia,HRV,2011.0,32.3,Europe & Central Asia,High income
Hungary,HUN,2011.0,29.2,Europe & Central Asia,High income
Indonesia,IDN,2011.0,37.9,East Asia & Pacific,Upper middle income
India,IND,2011.0,28.8,South Asia,Lower middle income
Ireland,IRL,2011.0,32.9,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2011.0,34.7,Middle East & North Africa,Upper middle income
Iceland,ISL,2011.0,26.8,Europe & Central Asia,High income
Israel,ISR,2011.0,41.4,Middle East & North Africa,High income
Italy,ITA,2011.0,35.1,Europe & Central Asia,High income
Japan,JPN,2011.0,33.0,East Asia & Pacific,High income
Kazakhstan,KAZ,2011.0,28.0,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2011.0,27.8,Europe & Central Asia,Lower middle income
Lebanon,LBN,2011.0,31.8,Middle East & North Africa,Lower middle income
Lithuania,LTU,2011.0,32.5,Europe & Central Asia,High income
Luxembourg,LUX,2011.0,32.1,Europe & Central Asia,High income
Latvia,LVA,2011.0,35.8,Europe & Central Asia,High income
Moldova,MDA,2011.0,30.6,Europe & Central Asia,Upper middle income
North Macedonia,MKD,2011.0,39.4,Europe & Central Asia,Upper middle income
Malta,MLT,2011.0,29.1,Middle East & North Africa,High income
Montenegro,MNE,2011.0,30.8,Europe & Central Asia,Upper middle income
Mongolia,MNG,2011.0,33.9,East Asia & Pacific,Upper middle income
Malaysia,MYS,2011.0,43.9,East Asia & Pacific,Upper middle income
Niger,NER,2011.0,31.5,Sub-Saharan Africa,Low income
Netherlands,NLD,2011.0,27.8,Europe & Central Asia,High income
Norway,NOR,2011.0,25.3,Europe & Central Asia,High income
Pakistan,PAK,2011.0,29.7,Middle East & North Africa,Lower middle income
Panama,PAN,2011.0,51.3,Latin America & Caribbean,High income
Peru,PER,2011.0,44.7,Latin America & Caribbean,Upper middle income
Poland,POL,2011.0,33.2,Europe & Central Asia,High income
Portugal,PRT,2011.0,36.3,Europe & Central Asia,High income
Paraguay,PRY,2011.0,52.3,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2011.0,34.4,Middle East & North Africa,Lower middle income
Romania,ROU,2011.0,35.9,Europe & Central Asia,High income
Russian Federation,RUS,2011.0,39.7,Europe & Central Asia,High income
Senegal,SEN,2011.0,40.3,Sub-Saharan Africa,Lower middle income
Sierra Leone,SLE,2011.0,34.0,Sub-Saharan Africa,Low income
El Salvador,SLV,2011.0,42.3,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2011.0,26.5,Europe & Central Asia,High income
Slovenia,SVN,2011.0,24.9,Europe & Central Asia,High income
Sweden,SWE,2011.0,27.6,Europe & Central Asia,High income
Chad,TCD,2011.0,43.3,Sub-Saharan Africa,Low income
Togo,TGO,2011.0,46.0,Sub-Saharan Africa,Low income
Thailand,THA,2011.0,37.5,East Asia & Pacific,Upper middle income
Turkiye,TUR,2011.0,40.0,Europe & Central Asia,Upper middle income
Tanzania,TZA,2011.0,37.8,Sub-Saharan Africa,Lower middle income
Ukraine,UKR,2011.0,24.6,Europe & Central Asia,Upper middle income
Uruguay,URY,2011.0,42.2,Latin America & Caribbean,High income
United States,USA,2011.0,41.2,North America,High income
Kosovo,XKX,2011.0,27.8,Europe & Central Asia,Upper middle income
Zimbabwe,ZWE,2011.0,43.2,Sub-Saharan Africa,Lower middle income
Albania,ALB,2012.0,29.0,Europe & Central Asia,Upper middle income
Argentina,ARG,2012.0,41.4,Latin America & Caribbean,Upper middle income
Armenia,ARM,2012.0,29.6,Europe & Central Asia,Upper middle income
Austria,AUT,2012.0,30.5,Europe & Central Asia,High income
Belgium,BEL,2012.0,27.5,Europe & Central Asia,High income
Bulgaria,BGR,2012.0,36.0,Europe & Central Asia,High income
Belarus,BLR,2012.0,26.5,Europe & Central Asia,Upper middle income
Bolivia,BOL,2012.0,46.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2012.0,53.4,Latin America & Caribbean,Upper middle income
Bhutan,BTN,2012.0,38.8,South Asia,Lower middle income
Canada,CAN,2012.0,33.5,North America,High income
Switzerland,CHE,2012.0,31.6,Europe & Central Asia,High income
China,CHN,2012.0,42.2,East Asia & Pacific,Upper middle income
"Congo, Dem. Rep.",COD,2012.0,42.1,Sub-Saharan Africa,Low income
Colombia,COL,2012.0,52.6,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2012.0,48.4,Latin America & Caribbean,High income
Cyprus,CYP,2012.0,34.3,Europe & Central Asia,High income
Czechia,CZE,2012.0,26.1,Europe & Central Asia,High income
Germany,DEU,2012.0,31.1,Europe & Central Asia,High income
Djibouti,DJI,2012.0,45.1,Middle East & North Africa,Lower middle income
Denmark,DNK,2012.0,27.8,Europe & Central Asia,High income
Dominican Republic,DOM,2012.0,46.1,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2012.0,46.1,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2012.0,28.3,Middle East & North Africa,Lower middle income
Spain,ESP,2012.0,35.4,Europe & Central Asia,High income
Estonia,EST,2012.0,32.9,Europe & Central Asia,High income
Finland,FIN,2012.0,27.1,Europe & Central Asia,High income
France,FRA,2012.0,33.1,Europe & Central Asia,High income
United Kingdom,GBR,2012.0,33.1,Europe & Central Asia,High income
Georgia,GEO,2012.0,39.0,Europe & Central Asia,Upper middle income
Ghana,GHA,2012.0,42.4,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2012.0,33.7,Sub-Saharan Africa,Lower middle income
Greece,GRC,2012.0,36.3,Europe & Central Asia,High income
Honduras,HND,2012.0,53.4,Latin America & Caribbean,Lower middle income
Croatia,HRV,2012.0,32.5,Europe & Central Asia,High income
Haiti,HTI,2012.0,41.1,Latin America & Caribbean,Lower middle income
Hungary,HUN,2012.0,30.8,Europe & Central Asia,High income
Indonesia,IDN,2012.0,37.1,East Asia & Pacific,Upper middle income
Ireland,IRL,2012.0,33.2,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2012.0,34.4,Middle East & North Africa,Upper middle income
Iraq,IRQ,2012.0,29.5,Middle East & North Africa,Upper middle income
Iceland,ISL,2012.0,26.8,Europe & Central Asia,High income
Israel,ISR,2012.0,41.3,Middle East & North Africa,High income
Italy,ITA,2012.0,35.2,Europe & Central Asia,High income
Japan,JPN,2012.0,32.5,East Asia & Pacific,High income
Kazakhstan,KAZ,2012.0,28.2,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2012.0,27.4,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2012.0,31.6,East Asia & Pacific,High income
Lao PDR,LAO,2012.0,36.0,East Asia & Pacific,Lower middle income
Sri Lanka,LKA,2012.0,38.7,South Asia,Lower middle income
Lithuania,LTU,2012.0,35.1,Europe & Central Asia,High income
Luxembourg,LUX,2012.0,34.3,Europe & Central Asia,High income
Latvia,LVA,2012.0,35.2,Europe & Central Asia,High income
Moldova,MDA,2012.0,29.2,Europe & Central Asia,Upper middle income
Madagascar,MDG,2012.0,42.6,Sub-Saharan Africa,Low income
Mexico,MEX,2012.0,49.6,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2012.0,38.1,Europe & Central Asia,Upper middle income
Malta,MLT,2012.0,29.4,Middle East & North Africa,High income
Montenegro,MNE,2012.0,41.2,Europe & Central Asia,Upper middle income
Mongolia,MNG,2012.0,33.8,East Asia & Pacific,Upper middle income
Mauritius,MUS,2012.0,38.5,Sub-Saharan Africa,Upper middle income
Nigeria,NGA,2012.0,35.5,Sub-Saharan Africa,Lower middle income
Netherlands,NLD,2012.0,27.6,Europe & Central Asia,High income
Norway,NOR,2012.0,25.7,Europe & Central Asia,High income
Nauru,NRU,2012.0,32.4,East Asia & Pacific,High income
Panama,PAN,2012.0,51.7,Latin America & Caribbean,High income
Peru,PER,2012.0,44.4,Latin America & Caribbean,Upper middle income
Philippines,PHL,2012.0,46.5,East Asia & Pacific,Lower middle income
Poland,POL,2012.0,33.0,Europe & Central Asia,High income
Portugal,PRT,2012.0,36.0,Europe & Central Asia,High income
Paraguay,PRY,2012.0,47.6,Latin America & Caribbean,Upper middle income
Romania,ROU,2012.0,36.5,Europe & Central Asia,High income
Russian Federation,RUS,2012.0,40.7,Europe & Central Asia,High income
Solomon Islands,SLB,2012.0,37.1,East Asia & Pacific,Lower middle income
El Salvador,SLV,2012.0,41.8,Latin America & Caribbean,Upper middle income
Serbia,SRB,2012.0,39.9,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2012.0,26.1,Europe & Central Asia,High income
Slovenia,SVN,2012.0,25.6,Europe & Central Asia,High income
Sweden,SWE,2012.0,27.6,Europe & Central Asia,High income
Thailand,THA,2012.0,39.3,East Asia & Pacific,Upper middle income
Turkiye,TUR,2012.0,40.2,Europe & Central Asia,Upper middle income
Uganda,UGA,2012.0,41.0,Sub-Saharan Africa,Low income
Ukraine,UKR,2012.0,24.7,Europe & Central Asia,Upper middle income
Uruguay,URY,2012.0,39.9,Latin America & Caribbean,High income
United States,USA,2012.0,41.2,North America,High income
Viet Nam,VNM,2012.0,35.6,East Asia & Pacific,Lower middle income
Kosovo,XKX,2012.0,29.0,Europe & Central Asia,Upper middle income
United Arab Emirates,ARE,2013.0,32.5,Middle East & North Africa,High income
Argentina,ARG,2013.0,41.1,Latin America & Caribbean,Upper middle income
Armenia,ARM,2013.0,30.6,Europe & Central Asia,Upper middle income
Austria,AUT,2013.0,30.8,Europe & Central Asia,High income
Burundi,BDI,2013.0,38.6,Sub-Saharan Africa,Low income
Belgium,BEL,2013.0,27.7,Europe & Central Asia,High income
Bulgaria,BGR,2013.0,36.6,Europe & Central Asia,High income
Belarus,BLR,2013.0,26.6,Europe & Central Asia,Upper middle income
Bolivia,BOL,2013.0,47.6,Latin America & Caribbean,Lower middle income
Brazil,BRA,2013.0,52.7,Latin America & Caribbean,Upper middle income
Canada,CAN,2013.0,33.8,North America,High income
Switzerland,CHE,2013.0,32.5,Europe & Central Asia,High income
Chile,CHL,2013.0,46.8,Latin America & Caribbean,High income
China,CHN,2013.0,39.7,East Asia & Pacific,Upper middle income
Colombia,COL,2013.0,52.6,Latin America & Caribbean,Upper middle income
Costa Rica,CRI,2013.0,49.2,Latin America & Caribbean,High income
Cyprus,CYP,2013.0,37.0,Europe & Central Asia,High income
Czechia,CZE,2013.0,26.5,Europe & Central Asia,High income
Germany,DEU,2013.0,31.5,Europe & Central Asia,High income
Djibouti,DJI,2013.0,44.1,Middle East & North Africa,Lower middle income
Denmark,DNK,2013.0,28.5,Europe & Central Asia,High income
Dominican Republic,DOM,2013.0,47.7,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2013.0,46.9,Latin America & Caribbean,Upper middle income
Spain,ESP,2013.0,36.2,Europe & Central Asia,High income
Estonia,EST,2013.0,35.1,Europe & Central Asia,High income
Finland,FIN,2013.0,27.2,Europe & Central Asia,High income
Fiji,FJI,2013.0,36.7,East Asia & Pacific,Upper middle income
France,FRA,2013.0,32.5,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2013.0,40.1,East Asia & Pacific,Lower middle income
United Kingdom,GBR,2013.0,32.7,Europe & Central Asia,High income
Georgia,GEO,2013.0,38.6,Europe & Central Asia,Upper middle income
Greece,GRC,2013.0,36.1,Europe & Central Asia,High income
Honduras,HND,2013.0,50.0,Latin America & Caribbean,Lower middle income
Croatia,HRV,2013.0,32.0,Europe & Central Asia,High income
Hungary,HUN,2013.0,31.5,Europe & Central Asia,High income
Indonesia,IDN,2013.0,38.9,East Asia & Pacific,Upper middle income
Ireland,IRL,2013.0,33.5,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2013.0,34.0,Middle East & North Africa,Upper middle income
Iceland,ISL,2013.0,25.4,Europe & Central Asia,High income
Israel,ISR,2013.0,39.9,Middle East & North Africa,High income
Italy,ITA,2013.0,34.9,Europe & Central Asia,High income
Japan,JPN,2013.0,31.5,East Asia & Pacific,High income
Kazakhstan,KAZ,2013.0,27.1,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2013.0,28.8,Europe & Central Asia,Lower middle income
Lithuania,LTU,2013.0,35.3,Europe & Central Asia,High income
Luxembourg,LUX,2013.0,32.0,Europe & Central Asia,High income
Latvia,LVA,2013.0,35.5,Europe & Central Asia,High income
Morocco,MAR,2013.0,39.5,Middle East & North Africa,Lower middle income
Moldova,MDA,2013.0,28.5,Europe & Central Asia,Upper middle income
North Macedonia,MKD,2013.0,36.2,Europe & Central Asia,Upper middle income
Malta,MLT,2013.0,28.8,Middle East & North Africa,High income
Montenegro,MNE,2013.0,39.0,Europe & Central Asia,Upper middle income
Malaysia,MYS,2013.0,41.3,East Asia & Pacific,Upper middle income
Netherlands,NLD,2013.0,28.1,Europe & Central Asia,High income
Norway,NOR,2013.0,26.4,Europe & Central Asia,High income
Pakistan,PAK,2013.0,29.5,Middle East & North Africa,Lower middle income
Panama,PAN,2013.0,51.5,Latin America & Caribbean,High income
Peru,PER,2013.0,43.9,Latin America & Caribbean,Upper middle income
Poland,POL,2013.0,33.1,Europe & Central Asia,High income
Portugal,PRT,2013.0,36.2,Europe & Central Asia,High income
Paraguay,PRY,2013.0,47.9,Latin America & Caribbean,Upper middle income
Romania,ROU,2013.0,36.9,Europe & Central Asia,High income
Russian Federation,RUS,2013.0,40.9,Europe & Central Asia,High income
Rwanda,RWA,2013.0,45.1,Sub-Saharan Africa,Low income
El Salvador,SLV,2013.0,43.4,Latin America & Caribbean,Upper middle income
Serbia,SRB,2013.0,39.4,Europe & Central Asia,Upper middle income
Slovak Republic,SVK,2013.0,28.1,Europe & Central Asia,High income
Slovenia,SVN,2013.0,26.2,Europe & Central Asia,High income
Sweden,SWE,2013.0,28.8,Europe & Central Asia,High income
Seychelles,SYC,2013.0,46.8,Sub-Saharan Africa,High income
Thailand,THA,2013.0,37.8,East Asia & Pacific,Upper middle income
Turkiye,TUR,2013.0,40.2,Europe & Central Asia,Upper middle income
Ukraine,UKR,2013.0,24.6,Europe & Central Asia,Upper middle income
Uruguay,URY,2013.0,40.5,Latin America & Caribbean,High income
United States,USA,2013.0,40.9,North America,High income
Samoa,WSM,2013.0,38.7,East Asia & Pacific,Upper middle income
Kosovo,XKX,2013.0,26.3,Europe & Central Asia,Upper middle income
Albania,ALB,2014.0,34.6,Europe & Central Asia,Upper middle income
Argentina,ARG,2014.0,41.8,Latin America & Caribbean,Upper middle income
Armenia,ARM,2014.0,31.5,Europe & Central Asia,Upper middle income
Australia,AUS,2014.0,34.4,East Asia & Pacific,High income
Austria,AUT,2014.0,30.5,Europe & Central Asia,High income
Belgium,BEL,2014.0,28.1,Europe & Central Asia,High income
Burkina Faso,BFA,2014.0,35.3,Sub-Saharan Africa,Low income
Bulgaria,BGR,2014.0,37.4,Europe & Central Asia,High income
Belarus,BLR,2014.0,27.2,Europe & Central Asia,Upper middle income
Bolivia,BOL,2014.0,47.8,Latin America & Caribbean,Lower middle income
Brazil,BRA,2014.0,52.0,Latin America & Caribbean,Upper middle income
Canada,CAN,2014.0,33.2,North America,High income
Switzerland,CHE,2014.0,32.5,Europe & Central Asia,High income
China,CHN,2014.0,39.2,East Asia & Pacific,Upper middle income
Cameroon,CMR,2014.0,46.6,Sub-Saharan Africa,Lower middle income
Colombia,COL,2014.0,52.5,Latin America & Caribbean,Upper middle income
Comoros,COM,2014.0,45.3,Sub-Saharan Africa,Lower middle income
Costa Rica,CRI,2014.0,48.6,Latin America & Caribbean,High income
Cyprus,CYP,2014.0,35.6,Europe & Central Asia,High income
Czechia,CZE,2014.0,25.9,Europe & Central Asia,High income
Germany,DEU,2014.0,30.8,Europe & Central Asia,High income
Denmark,DNK,2014.0,28.4,Europe & Central Asia,High income
Dominican Republic,DOM,2014.0,44.3,Latin America & Caribbean,Upper middle income
Ecuador,ECU,2014.0,45.0,Latin America & Caribbean,Upper middle income
Spain,ESP,2014.0,36.1,Europe & Central Asia,High income
Estonia,EST,2014.0,34.6,Europe & Central Asia,High income
Finland,FIN,2014.0,26.8,Europe & Central Asia,High income
France,FRA,2014.0,32.3,Europe & Central Asia,High income
United Kingdom,GBR,2014.0,33.1,Europe & Central Asia,High income
Georgia,GEO,2014.0,37.6,Europe & Central Asia,Upper middle income
Greece,GRC,2014.0,35.8,Europe & Central Asia,High income
Guatemala,GTM,2014.0,48.3,Latin America & Caribbean,Upper middle income
Honduras,HND,2014.0,49.9,Latin America & Caribbean,Lower middle income
Croatia,HRV,2014.0,32.1,Europe & Central Asia,High income
Hungary,HUN,2014.0,30.9,Europe & Central Asia,High income
Indonesia,IDN,2014.0,38.8,East Asia & Pacific,Upper middle income
Ireland,IRL,2014.0,31.9,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2014.0,34.8,Middle East & North Africa,Upper middle income
Iceland,ISL,2014.0,27.8,Europe & Central Asia,High income
Israel,ISR,2014.0,39.8,Middle East & North Africa,High income
Italy,ITA,2014.0,34.7,Europe & Central Asia,High income
Japan,JPN,2014.0,31.3,East Asia & Pacific,High income
Kazakhstan,KAZ,2014.0,27.0,Europe & Central Asia,Upper middle income
Kyrgyz Republic,KGZ,2014.0,26.8,Europe & Central Asia,Lower middle income
"Korea, Rep.",KOR,2014.0,31.2,East Asia & Pacific,High income
Liberia,LBR,2014.0,33.2,Sub-Saharan Africa,Low income
Lithuania,LTU,2014.0,37.7,Europe & Central Asia,High income
Luxembourg,LUX,2014.0,31.2,Europe & Central Asia,High income
Latvia,LVA,2014.0,35.1,Europe & Central Asia,High income
Moldova,MDA,2014.0,26.8,Europe & Central Asia,Upper middle income
Mexico,MEX,2014.0,48.9,Latin America & Caribbean,Upper middle income
North Macedonia,MKD,2014.0,35.2,Europe & Central Asia,Upper middle income
Malta,MLT,2014.0,29.0,Middle East & North Africa,High income
Montenegro,MNE,2014.0,38.8,Europe & Central Asia,Upper middle income
Mongolia,MNG,2014.0,32.0,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2014.0,54.0,Sub-Saharan Africa,Low income
Mauritania,MRT,2014.0,32.6,Sub-Saharan Africa,Lower middle income
Niger,NER,2014.0,34.3,Sub-Saharan Africa,Low income
Nicaragua,NIC,2014.0,46.2,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2014.0,28.6,Europe & Central Asia,High income
